trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.39653141907499284}",20,5,-21.88327369649808,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
186,False,"{'a': 0.5, 'e': 0.3945537103716011}",25,18,-13.167150904433086,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.39258586553151836}",30,11,30.641487748277072,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.3906278353585211}",25,13,21.720904468927547,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.388679570901753}",25,8,-0.5829521846877006,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.3867410234545012}",20,0,28.841503836252073,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
191,False,"{'a': 0.5, 'e': 0.3848121445529785}",20,10,-8.706649306009858,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.38289288597511206}",20,0,5.88400227789971,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
193,False,"{'a': 0.5, 'e': 0.38098319973933725}",20,0,28.92879353471099,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
194,False,"{'a': 0.5, 'e': 0.37908303810339883}",25,0,-41.983156318609076,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.37719235356315695}",20,16,7.9535644613748735,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.37531109885139957}",20,15,9.500513126049288,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.37343922693666093}",20,0,-58.14583352753396,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
198,False,"{'a': 0.5, 'e': 0.3715766910220457}",20,9,-34.9619456286297,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
199,False,"{'a': 0.5, 'e': 0.369723444544059}",25,3,-53.303226177647,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
200,False,"{'a': 0.5, 'e': 0.36787944117144233}",30,0,-24.016655332431885,"{0: 24, 1: 0, 2: 6, 3: 0, 4: 0}",0
201,False,"{'a': 0.5, 'e': 0.36604463480401533}",25,2,-4.907644732734768,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
202,False,"{'a': 0.5, 'e': 0.3642189795715233}",25,12,5.972191123197943,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.36240242983249027}",20,0,6.319181410192121,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
204,False,"{'a': 0.5, 'e': 0.3605949401730783}",25,0,-82.67634223838482,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
205,False,"{'a': 0.5, 'e': 0.3587964654059516}",25,8,29.70189710122619,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.3570069605691474}",25,6,0.04130387707212879,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.3552263809249515}",30,0,-13.202297185317976,"{0: 25, 1: 0, 2: 5, 3: 0, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.35345468195878016}",20,11,4.991658797185888,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.3516918193780669}",20,3,-10.063933658554674,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.3499377491111553}",20,0,12.459807592621063,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.3481924273061976}",20,2,5.703355940854654,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.3464558103300574}",30,0,9.074333548576568,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
213,False,"{'a': 0.5, 'e': 0.3447278547672202}",25,0,-6.878096934893373,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.34300851741870664}",20,2,8.29779187448927,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.3412977553009937}",30,0,-16.691140978676415,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",1
216,False,"{'a': 0.5, 'e': 0.3395955256449391}",20,0,-49.84071766988021,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",1
217,False,"{'a': 0.5, 'e': 0.33790178589471304}",25,18,1.0154688180617475,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.3362164937067333}",25,8,-41.003949542455146,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
219,False,"{'a': 0.5, 'e': 0.3345396069486076}",25,11,-25.061584619015786,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
220,False,"{'a': 0.5, 'e': 0.33287108369807955}",20,12,-24.54881727570001,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
221,False,"{'a': 0.5, 'e': 0.331210882241981}",25,20,9.508071732310338,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.32955896107518906}",25,16,8.796644351457704,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.32791527889958855}",20,6,-31.40546877384028,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
224,False,"{'a': 0.5, 'e': 0.32627979462303947}",20,0,-20.653741774978926,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
225,False,"{'a': 0.5, 'e': 0.32465246735834974}",30,19,7.431779592550358,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.3230332564222529}",25,0,-15.310546306109336,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
227,False,"{'a': 0.5, 'e': 0.32142212133439135}",30,0,-82.13938332225564,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
228,False,"{'a': 0.5, 'e': 0.31981902181630384}",35,5,39.743209808439296,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.3182239177904191}",20,0,-24.402140265547942,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
230,False,"{'a': 0.5, 'e': 0.31663676937905316}",25,0,-54.92632808489783,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
231,False,"{'a': 0.5, 'e': 0.3150575369034133}",35,13,23.941421105262584,"{0: 19, 1: 3, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.3134861808826053}",30,21,-32.20575730948762,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
233,False,"{'a': 0.5, 'e': 0.31192266203264674}",25,0,-42.15131107683969,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
234,False,"{'a': 0.5, 'e': 0.31036694126548503}",20,8,20.973124872900495,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.30881897968801986}",30,0,-26.228413251758422,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
236,False,"{'a': 0.5, 'e': 0.30727873860113125}",25,11,25.613302175248638,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.30574617949871175}",30,0,-6.747688926630653,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
238,False,"{'a': 0.5, 'e': 0.3042212640667041}",20,12,13.838589559103989,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.30270395418214285}",20,0,13.328526920434047,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
240,False,"{'a': 0.5, 'e': 0.30119421191220214}",20,14,8.701319915673986,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.2996919995132463}",20,7,-6.131745553837508,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.2981972794298874}",20,2,14.888200456339,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.29671001429404525}",20,0,-53.76157615111273,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
244,False,"{'a': 0.5, 'e': 0.2952301669240142}",25,10,28.56383878631084,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.29375770032353277}",20,6,-18.359289186607736,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.2922925776808594}",25,15,-3.8926238778884095,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.29083476236785155}",20,0,-27.297179018942575,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.2893842179390506}",25,18,12.35325875036078,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.2879409081307702}",20,2,-28.875465279889116,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
250,False,"{'a': 0.5, 'e': 0.2865047968601901}",20,8,-43.43171906360548,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
251,False,"{'a': 0.5, 'e': 0.28507584822445353}",25,11,25.301971320811955,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.2836540264997704}",30,21,16.60663657160359,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.2822392961405233}",25,0,-29.391565094319187,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
254,False,"{'a': 0.5, 'e': 0.2808316217783798}",20,16,9.793733894451012,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.2794309682214073}",20,5,-23.612601321889247,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.27803730045319414}",30,0,14.38554621497676,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
257,False,"{'a': 0.5, 'e': 0.2766505836319734}",35,17,-1.7550041397705307,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.27527078308975234}",25,11,18.497609600692396,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.2738978643314456}",25,4,9.95221637957559,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.2725317930340126}",35,26,0.07000413671933448,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.2711725350455999}",30,13,32.06448260451003,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.2698200563846868}",20,8,-15.935592145150773,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.2684743232392366}",30,14,-18.83203055916595,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
264,False,"{'a': 0.5, 'e': 0.26713530196585034}",25,12,13.942888807095326,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.2658029590889266}",20,0,-15.291381237636305,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
266,False,"{'a': 0.5, 'e': 0.26447726129982396}",30,6,-2.670407542830927,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.2631581754560287}",25,14,20.413753225158967,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.261845668580326}",30,23,0.8052405442660246,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.2605397078599756}",25,0,26.53369231993106,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
270,False,"{'a': 0.5, 'e': 0.2592402606458915}",30,19,-3.204745884792993,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.2579472944518257}",20,3,-15.222235923362941,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.2566607769535559}",30,16,25.40400678655174,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.2553806759880777}",25,16,16.13745659044766,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.25410695955280027}",30,12,-23.209386258405782,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
275,False,"{'a': 0.5, 'e': 0.25283959580474646}",20,2,18.084108004931952,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.25157855305975646}",20,10,5.840744034698496,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.2503237997916961}",20,7,12.84387447204248,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.24907530463166816}",25,14,23.90757445420435,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.24783303636722875}",35,15,-8.618663430796827,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.24659696394160643}",25,11,-19.838516855073458,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.24536705645292634}",30,11,-22.497263026862083,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 1}",1
282,False,"{'a': 0.5, 'e': 0.2441432831534371}",25,13,23.481809006818075,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.24292561344874244}",30,13,30.75318869868179,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.24171401689703645}",25,16,3.205387218510078,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.24050846320834213}",30,24,13.014642991641185,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.23930892224375455}",30,7,11.068869389532559,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.23811536401468703}",20,0,-78.39676009367787,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
288,False,"{'a': 0.5, 'e': 0.23692775868212176}",25,10,19.6449489614228,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.23574607655586352}",30,16,0.5575860046122036,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.23457028809379765}",30,6,14.226840371727214,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.23340036390115132}",20,11,-38.06553510732202,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
292,False,"{'a': 0.5, 'e': 0.23223627472975883}",20,9,21.753772081837745,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.23107799147733019}",20,14,-23.503779380467137,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.22992548518672384}",20,10,-3.340709479606219,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.22877872704522242}",20,0,-9.787700051631273,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
296,False,"{'a': 0.5, 'e': 0.22763768838381274}",20,3,-36.310123378105715,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
297,False,"{'a': 0.5, 'e': 0.22650234067646874}",30,21,16.415011226790526,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.22537265553943872}",30,0,26.733503985114908,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
299,False,"{'a': 0.5, 'e': 0.22424860473053532}",20,16,6.952867326707619,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.22313016014842982}",20,9,-14.464811255630256,"{0: 8, 1: 2, 2: 0, 3: 1, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.22201729383194937}",20,12,-44.99891093098272,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
302,False,"{'a': 0.5, 'e': 0.2209099779593782}",30,15,3.5238941784836957,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.21980818484776168}",20,0,-49.80357913506967,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
304,False,"{'a': 0.5, 'e': 0.21871188695221475}",30,3,-6.699052366347015,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.21762105686523284}",20,6,23.372466950371482,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.21653566731600707}",20,15,8.335222265252186,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.21545569116974203}",30,6,-17.95844348247654,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
308,False,"{'a': 0.5, 'e': 0.21438110142697794}",20,2,20.61872934990473,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.21331187122291523}",20,7,17.17910150297899,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.21224797382674304}",20,13,13.08459853622923,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.21118938264097117}",30,23,12.286001351696983,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.21013607120076472}",20,7,22.07706060673691,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.20908801317328293}",30,16,12.778137874046477,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.20804518235702046}",30,16,-28.841718087150422,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
315,False,"{'a': 0.5, 'e': 0.20700755268115265}",25,7,11.446698937047689,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.20597509820488344}",25,13,0.8934598727621544,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.2049477931167973}",25,10,-29.99974814733109,"{0: 12, 1: 0, 2: 1, 3: 2, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.20392561173421342}",20,0,-4.777082867633892,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
319,False,"{'a': 0.5, 'e': 0.20290852850254407}",25,13,8.019207169448899,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.20189651799465538}",30,0,-18.00760514606768,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
321,False,"{'a': 0.5, 'e': 0.20088955491023208}",25,14,-45.87203347456296,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
322,False,"{'a': 0.5, 'e': 0.1998876140751445}",25,13,-12.245608438021652,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.19889067044081962}",25,18,13.239003361222395,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.19789869908361465}",25,16,14.903779424600039,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.19691167520419406}",20,0,-8.64804210145591,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
326,False,"{'a': 0.5, 'e': 0.19592957412690934}",20,0,25.956512226128286,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
327,False,"{'a': 0.5, 'e': 0.1949523712991825}",20,13,12.837404998419842,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.19398004229089189}",20,16,8.311286085761722,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.19301256279376172}",25,8,16.606070052436518,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.19204990862075408}",20,12,4.551983793906327,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.19109205570546464}",25,3,-37.09344324328568,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
332,False,"{'a': 0.5, 'e': 0.1901389801015205}",25,20,10.199842991111279,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.18919065798198204}",20,13,1.0720394884758067,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.1882470656387468}",20,16,8.250817550182322,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.18730817948195702}",30,16,29.32606622052224,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.18637397603940997}",20,2,23.36253561870376,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.18544443195597088}",20,6,3.812383383207076,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.18451952399298926}",20,10,-27.737284818399207,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
339,False,"{'a': 0.5, 'e': 0.18359922902771786}",20,12,1.3024838638146854,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.18268352405273466}",20,0,32.75083279753071,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
341,False,"{'a': 0.5, 'e': 0.1817723861753675}",20,1,-53.67023150319966,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
342,False,"{'a': 0.5, 'e': 0.1808657926171221}",30,7,21.50745515098583,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.17996372071311217}",20,1,-38.54062734465804,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
344,False,"{'a': 0.5, 'e': 0.17906614791149322}",30,13,6.859175902002901,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.1781730517728984}",20,3,-16.50553731779122,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
346,False,"{'a': 0.5, 'e': 0.17728440996987782}",20,6,23.98084327664412,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.17640020028634}",20,10,-24.44992216650913,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
348,False,"{'a': 0.5, 'e': 0.17552040061699686}",25,11,-19.42117338462798,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
349,False,"{'a': 0.5, 'e': 0.17464498896681085}",25,12,26.326831599535424,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.17377394345044514}",20,11,2.7249026388786124,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.17290724229171636}",20,0,20.046312985869044,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
352,False,"{'a': 0.5, 'e': 0.17204486382305054}",20,3,29.266332009097376,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.1711867864849409}",25,16,6.9613783981485104,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.17033298882540943}",25,15,0.6390884779356492,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.16948344949947006}",20,0,20.886205342267242,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
356,False,"{'a': 0.5, 'e': 0.1686381472685955}",25,17,13.553439714952138,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.16779706100018585}",20,3,25.99473149201151,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.1669601696670407}",20,12,16.694085526567502,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.16612745234683307}",35,1,21.09225963840577,"{0: 31, 1: 2, 2: 0, 3: 1, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.16529888822158653}",30,22,14.370655631164825,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.1644744565771549}",25,14,24.947887203521397,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.16365413680270405}",30,20,-9.148915347855405,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.16283790839019696}",25,15,19.851664141161574,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.16202575093388075}",20,15,11.261148365130023,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.16121764412977677}",20,0,3.786073465991276,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
366,False,"{'a': 0.5, 'e': 0.16041356777517274}",30,11,27.826302919050658,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.15961350176811803}",20,16,8.568010912187422,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.15881742610692068}",20,12,3.958320365867462,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.1580253208896478}",20,0,-4.46456200418824,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
